PRICE,PROPERTYSQFT,BEDS,BATH,BATH_PER_BED,BEDS_PER_SQFT,TYPE,LOCALITY
1245000,1800.0,5,2,0.4,0.0027777777777777,Multi-family home for sale,Queens
1995000,2184.207862,4,4,1.0,0.0018313275350713,Townhouse for sale,Brooklyn
365000,1600.0,4,3,0.75,0.0025,Multi-family home for sale,Staten Island
950000,1025.0,2,2,1.0,0.0019512195121951,Condo for sale,Queens
4195000,2184.207862,6,6,1.0,0.002746991302607,House for sale,Manhattan
209000,658.0,1,1,1.0,0.0015197568389057,Condo for sale,The Bronx
1390000,1992.0,5,4,0.8,0.0025100401606425,Pending,Brooklyn
8250000,3920.0,6,6,1.0,0.0015306122448979,Condo for sale,Manhattan
429000,850.0,2,1,0.5,0.0023529411764705,Co-op for sale,Brooklyn
699000,2835.0,3,3,1.0,0.001058201058201,House for sale,Brooklyn
450000,724.0,1,1,1.0,0.0013812154696132,Condo for sale,Brooklyn
1190000,1500.0,4,2,0.5,0.0026666666666666,House for sale,Brooklyn
2995000,2184.207862,2,2,1.0,0.0009156637675356,Co-op for sale,Manhattan
349980,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Condo for sale,Queens
339000,693.0,1,1,1.0,0.0014430014430014,Contingent,Staten Island
649000,1257.0,3,2,0.6666666666666666,0.0023866348448687,House for sale,Brooklyn
4695000,2600.0,3,4,1.3333333333333333,0.0011538461538461,Co-op for sale,Manhattan
189999,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
399888,1613.0,3,4,1.3333333333333333,0.0018598884066955,House for sale,The Bronx
1199900,2393.0,4,4,1.0,0.0016715419974926,Pending,Staten Island
1395000,2472.0,3,4,1.3333333333333333,0.0012135922330097,Condo for sale,Manhattan
2759000,2184.207862,6,6,1.0,0.002746991302607,House for sale,Brooklyn
2995000,2135.0,4,3,0.75,0.0018735362997658,Condo for sale,Manhattan
399000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
16995000,4230.0,5,4,0.8,0.0011820330969267,Multi-family home for sale,Manhattan
650000,1060.0,2,1,0.5,0.0018867924528301,Co-op for sale,Manhattan
2599000,3510.0,4,3,0.75,0.0011396011396011,House for sale,Brooklyn
1195000,2625.0,4,2,0.5,0.0015238095238095,Townhouse for sale,Brooklyn
1288000,1188.0,3,2,0.6666666666666666,0.0025252525252525,House for sale,Brooklyn
2099000,1447.0,2,2,1.0,0.0013821700069108,Condo for sale,Brooklyn
1275000,1920.0,5,3,0.6,0.0026041666666666,Multi-family home for sale,Brooklyn
1999999,2184.207862,12,6,0.5,0.0054939826052141,Multi-family home for sale,Brooklyn
10750000,7327.0,8,2,0.2967326072460546,0.0010918520540466,Townhouse for sale,Manhattan
650000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
4800000,3475.0,3,4,1.3333333333333333,0.0008633093525179,Co-op for sale,Manhattan
1279900,3812.0,3,2,0.7912869526561458,0.0007869884575026,Multi-family home for sale,Manhattan
1680000,3780.0,7,4,0.5714285714285714,0.0018518518518518,Multi-family home for sale,Queens
299000,850.0,1,1,1.0,0.0011764705882352,Co-op for sale,Queens
845000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
415000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
1250000,1287.0,3,2,0.6666666666666666,0.0023310023310023,Condo for sale,Brooklyn
4395000,2184.207862,5,4,0.8,0.0022891594188392,Townhouse for sale,Brooklyn
315000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
699000,1700.0,3,2,0.6666666666666666,0.0017647058823529,House for sale,Staten Island
625000,1268.0,4,2,0.5,0.0031545741324921,Condo for sale,Brooklyn
749000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
949000,1600.0,4,2,0.5,0.0025,Multi-family home for sale,Brooklyn
1495000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Brooklyn
2395000,3972.0,6,4,0.6666666666666666,0.0015105740181268,Townhouse for sale,Manhattan
1250000,3328.0,3,4,1.3333333333333333,0.0009014423076923,House for sale,Staten Island
3165000,2184.207862,9,5,0.5555555555555556,0.0041204869539106,Multi-family home for sale,Brooklyn
205000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,The Bronx
1198000,2184.207862,1,2,2.0,0.0004578318837678,Condo for sale,Queens
2199000,3454.0,3,3,1.0,0.0008685581933989,House for sale,Brooklyn
5495000,3000.0,3,2,0.6666666666666666,0.001,Co-op for sale,Manhattan
1449999,1890.0,3,2,0.7912869526561458,0.0015873015873015,House for sale,Brooklyn
1399000,2184.207862,5,4,0.8,0.0022891594188392,House for sale,Queens
525000,322.0,3,1,0.3333333333333333,0.0093167701863354,Co-op for sale,Manhattan
12000000,5500.0,4,2,0.5934652144921093,0.0007272727272727,Townhouse for sale,Manhattan
1299000,1700.0,3,2,0.6666666666666666,0.0017647058823529,House for sale,Brooklyn
269000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
450000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
899999,2194.0,4,2,0.5,0.0018231540565177,Multi-family home for sale,Staten Island
925000,1077.0,2,2,1.0,0.0018570102135561,House for sale,Brooklyn
279000,600.0,1,1,1.0,0.0016666666666666,Co-op for sale,Brooklyn
1795000,2184.207862,2,2,1.0,0.0009156637675356,Condo for sale,Manhattan
1250000,2184.207862,2,2,1.0,0.0009156637675356,Pending,Manhattan
560000,622.0,3,1,0.3333333333333333,0.0048231511254019,Condo for sale,Brooklyn
999000,1260.0,3,2,0.6666666666666666,0.0023809523809523,House for sale,Queens
1188000,2186.0,6,2,0.3333333333333333,0.0027447392497712,Multi-family home for sale,Queens
948888,950.0,3,1,0.3333333333333333,0.0031578947368421,House for sale,Brooklyn
735000,832.0,2,2,1.0,0.0024038461538461,Condo for sale,Brooklyn
1399000,2184.207862,13,5,0.3846153846153846,0.005951814488982,Multi-family home for sale,Brooklyn
3600000,2184.207862,3,4,1.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
1850000,5000.0,8,4,0.5,0.0016,Multi-family home for sale,Manhattan
789000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Manhattan
569000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,House for sale,Queens
1700000,1135.0,2,2,1.0,0.0017621145374449,Condo for sale,Manhattan
12995000,4155.0,4,4,1.0,0.000962695547533,Condo for sale,Manhattan
295000,613.0,2,1,0.5,0.0032626427406199,Co-op for sale,Manhattan
625000,650.0,1,1,1.0,0.0015384615384615,Co-op for sale,Manhattan
399000,391.0,3,1,0.3333333333333333,0.0076726342710997,Condo for sale,Queens
5700000,2357.0,3,4,1.3333333333333333,0.0012728044123886,Condo for sale,Manhattan
618000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Condo for sale,Brooklyn
149999,694.0,1,1,1.0,0.0014409221902017,Co-op for sale,The Bronx
650000,550.0,3,1,0.3333333333333333,0.0054545454545454,Condo for sale,Manhattan
1990000,2184.207862,5,2,0.4747721715936874,0.0022891594188392,Multi-family home for sale,Queens
550000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
279000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,The Bronx
2495000,4125.0,3,2,0.7912869526561458,0.0007272727272727,Townhouse for sale,Brooklyn
3695000,2184.207862,10,8,0.8,0.0045783188376784,Townhouse for sale,Manhattan
299000,394.0,3,1,0.3333333333333333,0.0076142131979695,Co-op for sale,Manhattan
239500,864.0,1,1,1.0,0.0011574074074074,Condo for sale,Staten Island
235000,850.0,1,1,1.0,0.0011764705882352,Co-op for sale,The Bronx
680000,2184.207862,1,1,1.0,0.0004578318837678,House for sale,Manhattan
629000,1280.0,3,3,1.0,0.00234375,House for sale,Staten Island
1039000,2300.0,3,2,0.6666666666666666,0.0013043478260869,Pending,Brooklyn
2200000,3760.0,3,2,0.7912869526561458,0.0007978723404255,House for sale,Staten Island
380000,600.0,3,2,0.7912869526561458,0.005,House for sale,Brooklyn
599000,2184.207862,2,2,1.0,0.0009156637675356,Co-op for sale,Queens
530000,1280.0,3,2,0.6666666666666666,0.00234375,Townhouse for sale,Staten Island
598000,2184.207862,1,1,1.0,0.0004578318837678,Condo for sale,Manhattan
1449000,1632.0,4,2,0.5,0.0024509803921568,Condo for sale,Brooklyn
459000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Brooklyn
825000,2184.207862,5,2,0.4,0.0022891594188392,Pending,Staten Island
440000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Queens
7750000,2855.0,3,4,1.3333333333333333,0.0010507880910683,Condo for sale,Manhattan
399900,2184.207862,3,2,0.7912869526561458,0.0013734956513035,Land for sale,Staten Island
1150000,2184.207862,4,3,0.75,0.0018313275350713,Multi-family home for sale,Queens
2300000,1100.0,1,2,2.0,0.0009090909090909,Condo for sale,Manhattan
350000,738.0,1,1,1.0,0.0013550135501355,Condo for sale,Staten Island
1900000,3640.0,5,4,0.8,0.0013736263736263,Multi-family home for sale,Manhattan
2498000,3184.0,6,6,1.0,0.0018844221105527,Multi-family home for sale,Queens
3500000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Co-op for sale,Manhattan
995000,2128.0,5,2,0.4,0.0023496240601503,Pending,Brooklyn
193999,435.0,3,1,0.3333333333333333,0.0068965517241379,Contingent,Staten Island
8495000,4781.0,3,4,1.3333333333333333,0.000627483790002,Condo for sale,Manhattan
12500000,2938.0,4,4,1.0,0.001361470388019,Condo for sale,Manhattan
849000,2184.207862,3,3,1.0,0.0013734956513035,House for sale,Brooklyn
500000,2184.207862,1,2,2.3738608579684373,0.0004578318837678,Condo for sale,Brooklyn
1895000,1929.0,3,2,0.6666666666666666,0.0015552099533437,Condo for sale,Manhattan
189900,600.0,1,1,1.0,0.0016666666666666,Co-op for sale,Brooklyn
5500000,2184.207862,3,4,1.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
10850000,4372.0,4,2,0.5934652144921093,0.000914913083257,Condo for sale,Manhattan
999000,1980.0,5,4,0.8,0.0025252525252525,Multi-family home for sale,The Bronx
2195000,1708.0,3,2,0.6666666666666666,0.0017564402810304,Condo for sale,Manhattan
1260000,2000.0,7,2,0.2857142857142857,0.0035,Multi-family home for sale,Brooklyn
675000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
225000,600.0,2,1,0.5,0.0033333333333333,Pending,Manhattan
229000,650.0,1,1,1.0,0.0015384615384615,Co-op for sale,Brooklyn
1275000,2500.0,6,5,0.8333333333333334,0.0024,Multi-family home for sale,Staten Island
5495000,4014.0,5,4,0.8,0.0012456402590931,Condo for sale,Manhattan
850000,2184.207862,2,2,1.0,0.0009156637675356,Co-op for sale,Brooklyn
450000,2184.207862,4,3,0.75,0.0018313275350713,House for sale,The Bronx
950000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Multi-family home for sale,Queens
730000,1648.0,4,3,0.75,0.0024271844660194,House for sale,Queens
830000,2184.207862,2,2,1.0,0.0009156637675356,Condo for sale,Queens
829000,2184.207862,5,4,0.8,0.0022891594188392,House for sale,Queens
888000,2184.207862,4,2,0.5,0.0018313275350713,House for sale,Queens
1149000,2600.0,6,3,0.5,0.0023076923076923,Multi-family home for sale,Queens
648000,2112.0,3,2,0.6666666666666666,0.0014204545454545,Pending,Staten Island
450000,1249.0,2,1,0.5,0.0016012810248198,Condo for sale,Queens
3900000,2184.207862,6,3,0.5,0.002746991302607,Multi-family home for sale,Queens
558000,1108.0,3,2,0.6666666666666666,0.0027075812274368,House for sale,Staten Island
1695000,2184.207862,4,2,0.5,0.0018313275350713,Multi-family home for sale,Brooklyn
725000,2184.207862,5,2,0.4747721715936874,0.0022891594188392,House for sale,Queens
940000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Co-op for sale,Queens
539000,821.0,2,2,1.0,0.002436053593179,Condo for sale,Brooklyn
895000,1111.0,2,2,1.0,0.0018001800180018,Pending,Manhattan
995000,1300.0,3,2,0.6666666666666666,0.0023076923076923,Co-op for sale,Manhattan
2550000,2400.0,3,2,0.6666666666666666,0.00125,Condo for sale,Brooklyn
879000,2240.0,4,2,0.5,0.0017857142857142,House for sale,Staten Island
945000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Manhattan
939999,3096.0,3,2,0.6666666666666666,0.000968992248062,House for sale,Queens
500000,1200.0,3,2,0.6666666666666666,0.0025,Co-op for sale,Queens
475000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
1288000,2184.207862,3,4,1.3333333333333333,0.0013734956513035,House for sale,Queens
3099000,12460.0,36,16,0.4444444444444444,0.0028892455858747,Multi-family home for sale,Brooklyn
1238000,1500.0,3,2,0.6666666666666666,0.002,Townhouse for sale,Queens
1450000,2184.207862,2,2,1.0,0.0009156637675356,Co-op for sale,Manhattan
370000,800.0,2,1,0.5,0.0025,Co-op for sale,Brooklyn
595000,574.0,1,1,1.0,0.0017421602787456,Condo for sale,Manhattan
2799000,2350.0,3,3,1.0,0.0012765957446808,Condo for sale,Brooklyn
289000,520.0,1,1,1.0,0.0019230769230769,Co-op for sale,Brooklyn
595000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
669000,1080.0,3,1,0.3333333333333333,0.0027777777777777,Pending,Queens
13995000,6815.0,5,2,0.4747721715936874,0.0007336757153338,Townhouse for sale,Manhattan
2095000,2184.207862,4,4,1.0,0.0018313275350713,Co-op for sale,Manhattan
699000,1538.0,3,2,0.6666666666666666,0.0019505851755526,House for sale,Staten Island
340000,850.0,1,1,1.0,0.0011764705882352,Condo for sale,Brooklyn
15500000,4193.0,5,5,1.0,0.0011924636298592,Condo for sale,Manhattan
199999,550.0,1,1,1.0,0.0018181818181818,Co-op for sale,Brooklyn
2495000,4230.0,5,4,0.8,0.0011820330969267,Pending,Manhattan
888888,2088.0,4,3,0.75,0.0019157088122605,House for sale,Staten Island
1690000,1536.0,3,2,0.6666666666666666,0.001953125,House for sale,Brooklyn
8950000,2270.0,2,2,1.0,0.0008810572687224,Condo for sale,Manhattan
1449000,3600.0,3,4,1.3333333333333333,0.0008333333333333,House for sale,Staten Island
1295000,1160.0,2,2,1.0,0.0017241379310344,Condo for sale,Manhattan
599000,800.0,1,1,1.0,0.00125,Co-op for sale,Manhattan
628000,960.0,3,2,0.6666666666666666,0.003125,House for sale,Staten Island
593000,1312.0,2,2,1.0,0.0015243902439024,Condo for sale,Staten Island
634900,2184.207862,2,2,1.0,0.0009156637675356,House for sale,Queens
499900,960.0,2,2,1.0,0.0020833333333333,Condo for sale,Staten Island
540000,509.0,3,1,0.3333333333333333,0.005893909626719,Condo for sale,Manhattan
1950000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
379000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Queens
299000,800.0,1,1,1.0,0.00125,Co-op for sale,Queens
850000,2230.0,6,3,0.5,0.0026905829596412,Multi-family home for sale,The Bronx
199999,2184.207862,9,3,0.3333333333333333,0.0041204869539106,Pending,Brooklyn
899000,1892.0,4,3,0.75,0.0021141649048625,Multi-family home for sale,Brooklyn
1299000,4500.0,10,6,0.6,0.0022222222222222,Multi-family home for sale,Brooklyn
699000,2184.207862,3,3,1.0,0.0013734956513035,House for sale,The Bronx
579000,750.0,2,2,1.0,0.0026666666666666,Condo for sale,Queens
585000,1008.0,3,2,0.6666666666666666,0.0029761904761904,House for sale,Staten Island
499000,2184.207862,3,3,1.0,0.0013734956513035,Multi-family home for sale,Brooklyn
350000,1137.0,3,2,0.6666666666666666,0.0026385224274406,Contingent,Staten Island
1250000,2072.0,3,2,0.6666666666666666,0.0014478764478764,House for sale,Staten Island
899000,2184.207862,4,3,0.75,0.0018313275350713,Multi-family home for sale,Queens
1979000,3150.0,5,2,0.4747721715936874,0.0015873015873015,Townhouse for sale,Brooklyn
599000,780.0,3,2,0.6666666666666666,0.0038461538461538,House for sale,Staten Island
779000,2188.0,4,2,0.5,0.0018281535648994,House for sale,Staten Island
25000000,2184.207862,6,6,1.0,0.002746991302607,Townhouse for sale,Manhattan
1195000,2184.207862,2,2,1.0,0.0009156637675356,Co-op for sale,Manhattan
1995000,1838.0,2,3,1.5,0.001088139281828,Condo for sale,Manhattan
564900,769.0,1,1,1.0,0.0013003901170351,Co-op for sale,Brooklyn
1250000,2184.207862,6,4,0.6666666666666666,0.002746991302607,Multi-family home for sale,Brooklyn
15000000,2184.207862,4,4,1.0,0.0018313275350713,Condo for sale,Manhattan
1399000,2283.0,4,3,0.75,0.0017520805957074,Multi-family home for sale,Queens
1250000,3160.0,4,2,0.5,0.0012658227848101,House for sale,Staten Island
335000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
685000,2000.0,4,2,0.5,0.002,Multi-family home for sale,The Bronx
418000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Queens
1780000,2184.207862,10,7,0.7,0.0045783188376784,Multi-family home for sale,Queens
520000,741.0,2,1,0.5,0.0026990553306342,Condo for sale,Manhattan
599900,1248.0,3,2,0.6666666666666666,0.0024038461538461,House for sale,Staten Island
885000,2680.0,6,5,0.8333333333333334,0.0022388059701492,Multi-family home for sale,The Bronx
258000,650.0,1,1,1.0,0.0015384615384615,Co-op for sale,Brooklyn
25750000,2184.207862,6,6,1.0,0.002746991302607,Multi-family home for sale,Manhattan
999000,2184.207862,4,3,0.75,0.0018313275350713,House for sale,Queens
898000,2744.0,3,1,0.3333333333333333,0.0010932944606413,Contingent,Staten Island
500000,720.0,1,1,1.0,0.0013888888888888,Condo for sale,Manhattan
695000,1926.0,3,2,0.6666666666666666,0.0015576323987538,House for sale,Queens
759000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,House for sale,Queens
2700000,18936.0,24,24,1.0,0.0012674271229404,Multi-family home for sale,Brooklyn
2100000,1902.0,3,2,0.6666666666666666,0.001577287066246,Pending,Brooklyn
389888,730.0,1,1,1.0,0.0013698630136986,Co-op for sale,Queens
285000,900.0,1,1,1.0,0.0011111111111111,Co-op for sale,Brooklyn
2795000,2184.207862,4,2,0.5,0.0018313275350713,Co-op for sale,Manhattan
12995000,5608.0,4,4,1.0,0.0007132667617689,Townhouse for sale,Manhattan
759000,1260.0,3,2,0.6666666666666666,0.0023809523809523,House for sale,Brooklyn
995000,1030.0,2,2,1.0,0.0019417475728155,Condo for sale,Brooklyn
229000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Brooklyn
315000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Manhattan
1100000,2192.0,5,3,0.6,0.0022810218978102,House for sale,Queens
225000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
868000,1484.0,3,2,0.6666666666666666,0.002021563342318,House for sale,Staten Island
1380000,2184.207862,5,3,0.6,0.0022891594188392,Multi-family home for sale,Queens
1100000,1800.0,4,2,0.5,0.0022222222222222,House for sale,Staten Island
865000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
1895000,1230.0,3,2,0.6666666666666666,0.0024390243902439,Pending,Brooklyn
749000,1800.0,3,2,0.6666666666666666,0.0016666666666666,House for sale,Staten Island
775000,1600.0,5,2,0.4,0.003125,Multi-family home for sale,The Bronx
2395000,1650.0,2,2,1.0,0.0012121212121212,Co-op for sale,Manhattan
2300000,4000.0,8,6,0.75,0.002,Multi-family home for sale,Brooklyn
700000,900.0,1,2,2.0,0.0011111111111111,Condo for sale,Manhattan
450000,494.0,3,1,0.3333333333333333,0.0060728744939271,Condo for sale,Brooklyn
280000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
3890000,2446.0,3,4,1.3333333333333333,0.0012264922322158,Condo for sale,Manhattan
560000,2184.207862,2,1,0.5,0.0009156637675356,Pending,Brooklyn
198000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Queens
1099000,1092.0,3,2,0.6666666666666666,0.0027472527472527,House for sale,Staten Island
779000,800.0,1,1,1.0,0.00125,Co-op for sale,Manhattan
1880000,1850.0,5,2,0.4,0.0027027027027027,Multi-family home for sale,Brooklyn
509000,1100.0,3,1,0.3333333333333333,0.0027272727272727,House for sale,The Bronx
499000,845.0,1,1,1.0,0.0011834319526627,Condo for sale,Brooklyn
204888,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Queens
1499000,3300.0,8,3,0.375,0.0024242424242424,Multi-family home for sale,The Bronx
1295000,3050.0,8,3,0.375,0.0026229508196721,House for sale,Brooklyn
7500000,6000.0,3,2,0.7912869526561458,0.0005,Co-op for sale,Manhattan
395000,519.0,1,1,1.0,0.001926782273603,Condo for sale,Queens
760000,1490.0,4,2,0.5,0.0026845637583892,Multi-family home for sale,Staten Island
988000,1552.0,4,3,0.75,0.0025773195876288,House for sale,Queens
949000,2184.207862,5,4,0.8,0.0022891594188392,Multi-family home for sale,Brooklyn
420000,840.0,2,1,0.5,0.0023809523809523,Condo for sale,Staten Island
1380000,2184.207862,6,4,0.6666666666666666,0.002746991302607,Pending,Queens
1750000,1494.0,3,2,0.6666666666666666,0.002008032128514,Condo for sale,Manhattan
268000,850.0,1,1,1.0,0.0011764705882352,Co-op for sale,Queens
849000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,House for sale,Queens
1095000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Multi-family home for sale,Queens
4295000,2615.0,3,2,0.6666666666666666,0.0011472275334608,Condo for sale,Manhattan
720000,2184.207862,3,2,0.6666666666666666,0.0013734956513035,Multi-family home for sale,Queens
1900000,3500.0,3,2,0.7912869526561458,0.0008571428571428,Multi-family home for sale,The Bronx
729999,1056.0,3,2,0.6666666666666666,0.002840909090909,House for sale,Queens
425000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Manhattan
848000,1080.0,3,3,1.0,0.0027777777777777,House for sale,Brooklyn
213000,430.0,3,1,0.3333333333333333,0.0069767441860465,Co-op for sale,Brooklyn
795000,1725.0,3,2,0.6666666666666666,0.0017391304347826,Multi-family home for sale,Brooklyn
749000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Pending,Queens
1350000,2184.207862,2,1,0.5,0.0009156637675356,Condo for sale,Brooklyn
649000,1500.0,2,2,1.0,0.0013333333333333,Co-op for sale,Queens
439000,900.0,2,1,0.5,0.0022222222222222,Co-op for sale,Queens
1699000,2184.207862,5,5,1.0,0.0022891594188392,Multi-family home for sale,Queens
2375000,986.0,2,2,1.0,0.0020283975659229,Condo for sale,Queens
425000,2184.207862,2,1,0.5,0.0009156637675356,House for sale,Queens
1650000,2272.0,3,4,1.3333333333333333,0.0013204225352112,House for sale,Brooklyn
699000,2184.207862,3,2,0.7912869526561458,0.0013734956513035,House for sale,Brooklyn
1150000,984.0,1,1,1.0,0.0010162601626016,Co-op for sale,Brooklyn
2399000,2184.207862,5,5,1.0,0.0022891594188392,House for sale,Brooklyn
989000,3252.0,8,5,0.625,0.002460024600246,Multi-family home for sale,The Bronx
318888,875.0,1,1,1.0,0.0011428571428571,Co-op for sale,Queens
398000,900.0,2,1,0.5,0.0022222222222222,Co-op for sale,Brooklyn
1190000,1088.0,3,2,0.6666666666666666,0.0027573529411764,House for sale,Brooklyn
795000,2184.207862,5,2,0.4,0.0022891594188392,Townhouse for sale,Brooklyn
750000,2184.207862,3,4,1.3333333333333333,0.0013734956513035,Multi-family home for sale,Brooklyn
899999,1750.0,3,3,1.0,0.0017142857142857,Condo for sale,Queens
1325000,1597.0,3,2,0.6666666666666666,0.0018785222291797,Condo for sale,Brooklyn
595000,846.0,1,2,2.0,0.0011820330969267,Townhouse for sale,Brooklyn
10700000,27152.0,42,43,1.0238095238095235,0.0015468473777253,Multi-family home for sale,Staten Island
330000,726.0,1,1,1.0,0.0013774104683195,Condo for sale,Staten Island
2998000,1763.0,3,3,1.0,0.0017016449234259,Condo for sale,Queens
425000,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Brooklyn
345000,1000.0,2,1,0.5,0.002,Co-op for sale,The Bronx
999000,1187.0,2,2,1.0,0.0016849199663016,Condo for sale,Queens
450000,2184.207862,3,2,0.7912869526561458,0.0013734956513035,House for sale,Queens
261250,857.0,2,1,0.5,0.0023337222870478,Condo for sale,The Bronx
728000,1450.0,3,2,0.6666666666666666,0.0020689655172413,Condo for sale,Queens
199000,1100.0,3,2,0.6666666666666666,0.0027272727272727,Pending,The Bronx
3200000,3735.0,3,2,0.7912869526561458,0.0008032128514056,Multi-family home for sale,Manhattan
1950000,1300.0,3,3,1.0,0.0023076923076923,Condo for sale,Manhattan
600000,900.0,2,2,1.0,0.0022222222222222,Co-op for sale,Manhattan
569000,739.0,1,1,1.0,0.0013531799729364,Condo for sale,Brooklyn
749000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Manhattan
2488000,3850.0,4,2,0.5934652144921093,0.001038961038961,House for sale,Brooklyn
1138000,1026.0,5,3,0.6,0.0048732943469785,Multi-family home for sale,Brooklyn
1359000,2240.0,11,6,0.5454545454545454,0.0049107142857142,Multi-family home for sale,Brooklyn
3720000,5500.0,8,8,1.0,0.0014545454545454,Multi-family home for sale,Manhattan
974998,2184.207862,7,2,0.2857142857142857,0.0032048231863749,Multi-family home for sale,Brooklyn
300000,600.0,3,1,0.3333333333333333,0.005,Co-op for sale,Brooklyn
729000,2184.207862,3,3,1.0,0.0013734956513035,House for sale,Queens
599000,1120.0,3,2,0.6666666666666666,0.0026785714285714,House for sale,Staten Island
11950000,5336.0,6,5,0.8333333333333334,0.0011244377811094,Townhouse for sale,Manhattan
825000,1100.0,1,2,2.0,0.0009090909090909,Co-op for sale,Manhattan
800000,2184.207862,3,2,0.7912869526561458,0.0013734956513035,House for sale,Brooklyn
289000,2184.207862,3,1,0.3333333333333333,0.0013734956513035,Co-op for sale,Brooklyn
4750000,4100.0,4,4,1.0,0.0009756097560975,Condo for sale,Manhattan
899999,2184.207862,2,1,0.5,0.0009156637675356,Co-op for sale,Manhattan
868000,1152.0,2,2,1.0,0.0017361111111111,Townhouse for sale,Queens
3995000,1637.0,3,3,1.0,0.0018326206475259,Condo for sale,Manhattan
1500000,1240.0,3,2,0.6666666666666666,0.0024193548387096,House for sale,Brooklyn
625000,2184.207862,4,2,0.5,0.0018313275350713,House for sale,Brooklyn
749000,2184.207862,1,1,1.0,0.0004578318837678,Pending,Manhattan
520000,1705.0,3,2,0.7912869526561458,0.0017595307917888,House for sale,The Bronx
749900,1400.0,5,2,0.4,0.0035714285714285,Multi-family home for sale,Brooklyn
799000,2310.0,6,4,0.6666666666666666,0.0025974025974025,Multi-family home for sale,The Bronx
888000,2980.0,5,3,0.6,0.0016778523489932,Multi-family home for sale,Brooklyn
725000,988.0,2,2,1.0,0.0020242914979757,House for sale,Staten Island
1065000,2184.207862,2,2,1.0,0.0009156637675356,Condo for sale,Manhattan
19995000,8200.0,7,6,0.8571428571428571,0.0008536585365853,Townhouse for sale,Manhattan
744000,890.0,2,1,0.5,0.0022471910112359,Condo for sale,Queens
675000,2780.0,3,0,0.0,0.0010791366906474,Pending,Manhattan
4595000,3052.0,4,4,1.0,0.001310615989515,Condo for sale,Manhattan
475000,2184.207862,1,1,1.0,0.0004578318837678,Co-op for sale,Brooklyn
189000,800.0,2,1,0.5,0.0025,Co-op for sale,The Bronx
998888,2184.207862,4,3,0.75,0.0018313275350713,House for sale,Queens
4500000,5400.0,1,2,2.3738608579684373,0.0001851851851851,Pending,Brooklyn
32000000,7500.0,4,6,1.5,0.0005333333333333,Co-op for sale,Manhattan
